Pada, Artha1, Parva, Sandhi_no, Padya1
ಅಡಗು, ಹೊಂದಿಸಿಕೊಳ್ಳು, ಆದಿ ಪರ್ವ,8,78
ಅಡಗುದರಿ, ಮಾಂಸವನ್ನು ತುಂಡುತಂಡಾಗಿ ಕತ್ತರಿಸು, ಗದಾ ಪರ್ವ,2,25
ಅಡಗೆಡಹಿ, ಕೆಳಗೆ ಬೀಳಿಸಿ, ವಿರಾಟ ಪರ್ವ,3,79
ಅಡಗೆಡಹು, ಅಡ್ಡಬೀಳಿಸು, ಗದಾ ಪರ್ವ,9,29
ಅಡಗೆಡುಹು, ಕೊಂದು ಹಾಕು, ಭೀಷ್ಮ ಪರ್ವ,4,64
ಅಡತರದಲಿ, ಅಡ್ಡಗಟ್ಟುತಲಿ, ಭೀಷ್ಮ ಪರ್ವ,4,60
ಅಡತರದೊಳಿಕ್ಕು, ನಿಸ್ತೇಜ ಮಾಡು, ಕರ್ಣ ಪರ್ವ,22,15
ಅಡದು, ಹತ್ತು, ವಿರಾಟ ಪರ್ವ,8,91
ಅಡರತೀ ಬಲ, ಈ ಸೈನ್ಯವೂ ಹೇಮಕೂಟವನ್ನೇರಿಹೋಯಿತು, ಸಭಾ ಪರ್ವ,3,34
ಅಡರು, ಮೇಲಕ್ಕೆ ಏರು, ಆದಿ ಪರ್ವ,4,60
ಅಡರು, ಏರು , ವಿರಾಟ ಪರ್ವ,8,74
ಅಡರ್ವ, ಏರುವ, ದ್ರೋಣ ಪರ್ವ,9,26
ಅಡಸಿ, ಸೇರಿಸಿ, ದ್ರೋಣ ಪರ್ವ,6,7
ಅಡಸಿ, ಬೀಸಿ ಒಗೆದ, ಭೀಷ್ಮ ಪರ್ವ,4,62
ಅಡಸಿ, ದಟ್ಟವಾಗಿ, ಭೀಷ್ಮ ಪರ್ವ,4,8
ಅಡಸಿದ, ಸಿಲುಕಿದ, ಭೀಷ್ಮ ಪರ್ವ,4,84
ಅಡಸಿದರು, ತುಂಬಿದರು, ಭೀಷ್ಮ ಪರ್ವ,5,42
ಅಡಸಿದವು, ಆವರಿಸಿದವು, ಭೀಷ್ಮ ಪರ್ವ,10,8
ಅಡಸು, ಮೇಲೆಬೀಳು, ಶಲ್ಯ ಪರ್ವ,3,54
ಅಡಸು, ಮೆಟ್ಟಿಕೋ, ವಿರಾಟ ಪರ್ವ,3,89
ಅಡಸು, ಒತ್ತಿಕೋ, ವಿರಾಟ ಪರ್ವ,8,85
ಅಡಸು, ತಿನ್ನುವುದು, ಗದಾ ಪರ್ವ,7,7
ಅಡಹಾಯು, ಅಡ್ಡ ಬಾ, ವಿರಾಟ ಪರ್ವ,8,92
ಅಡಹಾಯ್ದು, ತಡೆದು, ಆದಿ ಪರ್ವ,13,63
ಅಡಾಯ, ಒಂದು ಬಗೆಯ ಕತ್ತಿ, ದ್ರೋಣ ಪರ್ವ,10,30
ಅಡಾಯುಧ, ಒಂದು ಬಗೆಯ  ಕತ್ತಿ, ಕರ್ಣ ಪರ್ವ,1,18
ಅಡಾಯುಧ, ಒಂದು ಬಗೆಯ ಖಡ್ಗ , ಗದಾ ಪರ್ವ,9,19
ಅಡಾಯುಧ, ಖಡ್ಗ, ದ್ರೋಣ ಪರ್ವ,1,19
ಅಡಿಗಡಿಗೆ, ಹೆಜ್ಜೆ ಹೆಜ್ಜೆಗೂ, ಆದಿ ಪರ್ವ,19,36
ಅಡುಪಾಯ, ಸೆಣಸಾಟ, ಸಭಾ ಪರ್ವ,2,80
ಅಡುಪಾಯ, ಅಡ್ಡಕೆಡೆವುದು, ಉದ್ಯೋಗ ಪರ್ವ,3,97
ಅಡುಪಾಯ, ಎರಡನೆಯ ದಾರಿ, ಶಲ್ಯ ಪರ್ವ,3,74
ಅಡೆಗೆಡೆ, ಅಡ್ಡವಾಗಿ ಬೀಳು, ವಿರಾಟ ಪರ್ವ,3,16
ಅಡೆಗೆಡೆದನಾದರೆ, ಕೆಳಗೆ ಬಿದ್ದು ಸತ್ತರೆ, ಭೀಷ್ಮ ಪರ್ವ,1,38
ಅಡ್ಡ ಹೊಯ್ಲು, ಅಡ್ಡಲಾಗಿ ಹೊಡೆದ ಪೆಟ್ಟು, ಭೀಷ್ಮ ಪರ್ವ,8,17
ಅಡ್ಡಗೆಡಹುವೆನು, ಕೆಳಗುರುಳಿಸುತ್ತೇನೆ., ಭೀಷ್ಮ ಪರ್ವ,1,36
ಅಡ್ಡಣ, ಗುರಾಣಿ, ದ್ರೋಣ ಪರ್ವ,17,17
ಅಡ್ಡಬಿದ್ದ, ಪ್ರತಿಭಟಿಸಿದ, ಭೀಷ್ಮ ಪರ್ವ,6,4
ಅಡ್ಡವರಿಗೆ, ಅಡ್ಡ ಹಲಗೆ, ಭೀಷ್ಮ ಪರ್ವ,8,16
ಅಡ್ಡವರಿಗೆ, ಎದುರುಗುರಾಣಿ, ಶಲ್ಯ ಪರ್ವ,2,43
ಅಡ್ಡವರಿಗೆ, ಗುರಾಣಿ., ಕರ್ಣ ಪರ್ವ,11,53
ಅಡ್ಡವಿಸಲು, ಅಡ್ಡವಾಗಿ ಬರಲು, ದ್ರೋಣ ಪರ್ವ,1,65
ಅಡ್ಡೈಸಿದನು, ಅಡ್ಡಗಟ್ಟಿದರು., ಭೀಷ್ಮ ಪರ್ವ,5,11
ಅಣಕ, ಕಟಕಿ, ಆದಿ ಪರ್ವ,7,6
ಅಣಲು, ಅಂಗುಳು, ಭೀಷ್ಮ ಪರ್ವ,4,72
ಅಣಲು, ಒಳಬಾಯಿ, ಆದಿ ಪರ್ವ,20,35
ಅಣಲು, ಕಿರುನಾಲಿಗೆ, ದ್ರೋಣ ಪರ್ವ,4,37
ಅಣಲು, ಗಂಟಲು, ಭೀಷ್ಮ ಪರ್ವ,5,32
ಅಣಸಿಲು, ಆನೆಗಳ ದಂತಕ್ಕೆ ಹಾಕಿರುವ ಲೋಹದ ಕಟ್ಟುಗಳು, ಗದಾ ಪರ್ವ,1,56
ಅಣಸು, ಲೋಹದ ಪಟ್ಟಿ, ದ್ರೋಣ ಪರ್ವ,16,51
ಅಣಸು, ಆಯುಧಗಳ ತುದಿಗೆ ಹಾಕುವ ಲೋಹದ ಕಟ್ಟು, ಗದಾ ಪರ್ವ,8,7
ಅಣಿಯೊಳು, ಸಾಲುಸಾಲಾಗಿ, ಭೀಷ್ಮ ಪರ್ವ,4,5
ಅಣಿಸಿನಲಿ, ಚೂಪಾದ ಆಯುಧಗಳಿಂದ, ಭೀಷ್ಮ ಪರ್ವ,2,5
ಅಣು, ಸೂಕ್ಷ್ಮ, ಉದ್ಯೋಗ ಪರ್ವ,4,9
ಅಣು, ತೀರ ಸಣ್ಣ ಕಣ, ಆದಿ ಪರ್ವ,8,28
ಅಣುಗ, ಪ್ರೀತಿ ಪಾತ್ರ, ಭೀಷ್ಮ ಪರ್ವ,3,22
ಅಣುವ, ಸ್ವಲ್ಪವಾದರೂ, ಗದಾ ಪರ್ವ,8,41
ಅಣೆ, ಹಿಂಸಿಸು, ಕರ್ಣ ಪರ್ವ,23,7
ಅಣೆ, ಹೊಡೆ  ಮಾರ್ಗಣ, ಶಲ್ಯ ಪರ್ವ,3,4
ಅಣೆ, ತಿವಿ, ದ್ರೋಣ ಪರ್ವ,16,48
ಅಣೆದು, ಸೋಂಕಿ, ಭೀಷ್ಮ ಪರ್ವ,8,12
ಅಣೆದು, ಮೇಲೆಬಿದ್ದು, ದ್ರೋಣ ಪರ್ವ,3,16
ಅಣೆದು, ಹೊಡೆದು, ದ್ರೋಣ ಪರ್ವ,6,58
ಅಣೆರ್, ತಡೆದು, ಕರ್ಣ ಪರ್ವ,22,48
ಅಣೆವ ಹರಿಗೆ, ಸೆಣಸಾಡುವ ಢಾಲುಗಳ, ಭೀಷ್ಮ ಪರ್ವ,2,5
ಅಣೋರಣೀಯ, ಅಣುವಿಗಿಂತ ಅಣುವಾದವನು, ಅರಣ್ಯ ಪರ್ವ,6,63
ಅತಿಕೃಶರು, ತುಂಬ ದುರ್ಬಲರು , ವಿರಾಟ ಪರ್ವ,1,3
ಅತಿಗಹನವನನಿಷ್ಠರಾದರು, ತುಂಬ ದಟ್ಟವಾದ ಕಾಡಿಗೆ ಹೋದರು, ವಿರಾಟ ಪರ್ವ,1,30
ಅತಿಗಳಿತವಾಯ್ತು ಅವಧಿ, (ಅಜ್ಞಾತವಾಸದ) ಅವಧಿ ತೀರುತ್ತ ಬಂದಿದೆ, ವಿರಾಟ ಪರ್ವ,4,22
ಅತಿಗಳೆ, ಕೀಳುಮಾಡು, ಉದ್ಯೋಗ ಪರ್ವ,3,110
ಅತಿಗಾಢದಲಿ, ಬಹಳ ಆಳವಾಗಿ, ಭೀಷ್ಮ ಪರ್ವ,1,25
ಅತಿಬಲ, ವೀರಾಧಿವೀರ, ಭೀಷ್ಮ ಪರ್ವ,5,27
ಅತಿಬಲರು, ವೀರಾಧಿವೀರರು, ಭೀಷ್ಮ ಪರ್ವ,4,5
ಅತಿಬಳರು, ಅತಿಬಲರಾದ ರಾವುತರು, ಭೀಷ್ಮ ಪರ್ವ,4,61
ಅತಿಭಾಷೆಗಳ, ಘೋರ ಪ್ರತಿಜ್ಞೆಗಳ, ಭೀಷ್ಮ ಪರ್ವ,4,60
ಅತಿಶಯ, ಅಸಾಧಾರಣ, ಉದ್ಯೋಗ ಪರ್ವ,4,85
ಅತುಲ, ಅಸಮಾನ, ಉದ್ಯೋಗ ಪರ್ವ,9,36
ಅತುಳ, ಮಹಾ, ವಿರಾಟ ಪರ್ವ,1,30
ಅತುಳ, ಹೆಚ್ಚಿನ, ಉದ್ಯೋಗ ಪರ್ವ,5,10
ಅತ್ಯಾಲೀಢ, ಬಾಯಿ ತುಂಬ ಹೇಳುವ, ಉದ್ಯೋಗ ಪರ್ವ,3,69
ಅತ್ಯುತ್ಕøಷ್ಟಚರಿತ, ಅತಿಶ್ರೇಷ್ಠ ಗುಣಗಳಿಂದ ಶೋಭಿಸುವವನು, ವಿರಾಟ ಪರ್ವ,1,10
ಅದಟ, ಶೂರ/ಪರಾಕ್ರಮಿ, ಉದ್ಯೋಗ ಪರ್ವ,2,7
ಅದಟ, ಧೀರ, ದ್ರೋಣ ಪರ್ವ,6,11
ಅದಟ ನಿಧಾನ, ವೀರರ ದೃಢಸಂಕಲ್ಪ, ವಿರಾಟ ಪರ್ವ,8,87
ಅದಟರು, ಪರಾಕ್ರಮಿಗಳು, ದ್ರೋಣ ಪರ್ವ,3,45
ಅದಟು, ಶೌರ್ಯ, ಭೀಷ್ಮ ಪರ್ವ,6,17
ಅದಟು, ಮದ, ಆದಿ ಪರ್ವ,13,4
ಅದಟು, ಧೈರ್ಯ, ಶಲ್ಯ ಪರ್ವ,3,77
ಅದರ ಫಲ, ಆ ಮರದ ಹಣ್ಣುಗಳು, ಸಭಾ ಪರ್ವ,3,42
ಅದರೊಳು, ಅದರಲ್ಲಿ, ಸಭಾ ಪರ್ವ,2,83
ಅದಿರೆ, ತತ್ತರಿಸಲು, ಭೀಷ್ಮ ಪರ್ವ,4,4
ಅದುಭುತ, ಅದ್ಭುತ, ಗದಾ ಪರ್ವ,10,15
ಅದೃಶ್ಯಾಂಜನ, ಮಾಂiÀವಾಗಿಸುವ ಅಂಜನ, ದ್ರೋಣ ಪರ್ವ,16,18
ಅದೆ, ಇದೆ, ಗದಾ ಪರ್ವ,12,10
ಅದೇಹರಿ, ಅದೆಷ್ಟು, ದ್ರೋಣ ಪರ್ವ,4,3
ಅದ್ದರು, ಮುಳುಗಿದರು, ಗದಾ ಪರ್ವ,8,57
ಅದ್ದಿದೆ, ಮುಳುಗಿಸಿದೆ, ಗದಾ ಪರ್ವ,5,14
ಅದ್ದು, ಮುಳುಗು (ಅ¿À್ದು, ವಿರಾಟ ಪರ್ವ,8,25
ಅದ್ದುದು, ಮುಚ್ಚಿದುದು, ಗದಾ ಪರ್ವ,8,51
ಅದ್ರಿ, ಪರ್ವತ, ಅರಣ್ಯ ಪರ್ವ,10,16
ಅದ್ವಯ, ಎರಡಿಲ್ಲದ, ಉದ್ಯೋಗ ಪರ್ವ,9,65
ಅದ್ವಯನು, ಅದ್ವೈತನು, ಭೀಷ್ಮ ಪರ್ವ,3,78
ಅದ್ವಯನು, ಎರಡಲ್ಲದವನು, ಭೀಷ್ಮ ಪರ್ವ,3,43
ಅದ್ವಾರ, ಹಿಂಬಾಗಿಲು, ಸಭಾ ಪರ್ವ,2,69
ಅದ್ವಾರ, ಪ್ರವೇಶಿಸಬಾರದ ಬಾಗಿಲು, ಸಭಾ ಪರ್ವ,10,21
ಅದ್ವೈತ, ಒಂದು, ಉದ್ಯೋಗ ಪರ್ವ,4,66
ಅದ್ವೈತಕಲೆ, ಪರಬ್ರಹ್ಮತತ್ತ್ವ ಸ್ವರೂಪ ತಿಳಿಯುವ ವಿದ್ಯೆ, ಭೀಷ್ಮ ಪರ್ವ,3,32
ಅಧರದ, ತುಟಿಯ, ದ್ರೋಣ ಪರ್ವ,2,72
ಅಧಿಕರಿವರಿಬ್ಬರೊಳಗೆ, ಅತಿಶಯರೆನಿಸಿದ ಈ ಇಬ್ಬರಲ್ಲಿ, ಸಭಾ ಪರ್ವ,2,23
ಅಧಿಕರಿಸಿ, ಅವಲಂಬಿಸಿ, ಕರ್ಣ ಪರ್ವ,9,34
ಅಧಿದೈವ, ಅಭಿಮಾನಿದೇವತೆ. ಭುಜಬಲಿ, ಆದಿ ಪರ್ವ,19,14
ಅಧಿವ್ಯಾಧಿ, ಮಹಾರೋಗ, ಅರಣ್ಯ ಪರ್ವ,4,16
ಅಧೀನ, ವಶ, ಉದ್ಯೋಗ ಪರ್ವ,4,50
ಅಧೋಗತಿ, ನರಕ, ಉದ್ಯೋಗ ಪರ್ವ,4,73
ಅಧೋಮುಖ, ಕೆಳಗೆ ಮಾಡಿದ ಮುಖ, ಉದ್ಯೋಗ ಪರ್ವ,4,81
ಅಧ್ರುವ, ಅಶಾಶ್ವತ, ಗದಾ ಪರ್ವ,1,21
ಅಧ್ವಶ್ರಮ, ಮಾರ್ಗನಡೆದ ಆಯಾಸ, ದ್ರೋಣ ಪರ್ವ,10,34
ಅಧ್ವಶ್ರಮ, ಮಾರ್ಗಾಯಾಸ, ಆದಿ ಪರ್ವ,11,25
ಅನಂತ, ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು, ಆದಿ ಪರ್ವ,18,12
ಅನಂತ, ಕಡೆಯಿಲ್ಲದ, ಗದಾ ಪರ್ವ,11,48
ಅನಂತವೇದ, ಕೋಟಿವೇದಗಳು, ಭೀಷ್ಮ ಪರ್ವ,3,75
ಅನನ್ತಶಯನ, ವಿಷ್ಣು (ಆದಿಶೇಷನ ಮೇಲೆ ಮಲಗುವವನು), ಆದಿ ಪರ್ವ,19,16
ಅನಪತ್ಯತಾ, ಗಂಡುಮಕ್ಕಳಿಲ್ಲದುದು, ಸಭಾ ಪರ್ವ,2,39
ಅನಘ್ರ್ಯ, ಅಮೂಲ್ಯ, ಆದಿ ಪರ್ವ,11,38
ಅನರ್ಥ, ಕೇಡು, ಉದ್ಯೋಗ ಪರ್ವ,3,113
ಅನಲಕೇಳಿ, ಅಗ್ನಿಯ ಕ್ರೀಡೆ, ಆದಿ ಪರ್ವ,20,47
ಅನವಧಾನ, ಎಚ್ಚರಿಕೆ ತಪ್ಪುವಿಕೆ (ಅವಧಾನ=ಎಚ್ಚರ), ವಿರಾಟ ಪರ್ವ,9,35
ಅನವರತ, ಸದಾ, ಉದ್ಯೋಗ ಪರ್ವ,4,79
ಅನಶನ, ಆಹಾರವಿಲ್ಲದ, ಆದಿ ಪರ್ವ,8,27
ಅನಾಗತ, ಮುಂದೆ ಬರುವ, ಸಭಾ ಪರ್ವ,14,53
ಅನಾದಿ, ಆದ್ಯಂತ ರಹಿತ ಪುರುಷ, ಭೀಷ್ಮ ಪರ್ವ,3,64
ಅನಾಮಿಕ, ಹೆಸರಿಲ್ಲದ, ಉದ್ಯೋಗ ಪರ್ವ,3,70
ಅನಾಯಕ, ನಾಯಕನಿಲ್ಲದ ಸ್ಥಿತಿ, ವಿರಾಟ ಪರ್ವ,4,54
ಅನಾಲೋಚಿತದಲ್ಲಿ, ವಿಚಾರ ಹೀನರಾಗಿ, ಭೀಷ್ಮ ಪರ್ವ,7,18
ಅನಿತ, ಹೆಚ್ಚಿದ, ಉದ್ಯೋಗ ಪರ್ವ,3,115
ಅನಿತುವನು, ಅಷ್ಟನ್ನು, ವಿರಾಟ ಪರ್ವ,10,33
ಅನಿಬರ, ಎಲ್ಲರ, ಗದಾ ಪರ್ವ,12,21
ಅನಿಬರ, ಎಲ್ಲರನ್ನು, ವಿರಾಟ ಪರ್ವ,10,20
ಅನಿಬರನು, ಎಲ್ಲರನ್ನೂ, ಗದಾ ಪರ್ವ,11,34
ಅನಿಬರನು, ಎಲ್ಲರನ್ನು, ವಿರಾಟ ಪರ್ವ,1,28
ಅನಿಬರಿಗೆ, ಪಾಂಡವರೆಲ್ಲರಿಗೆ, ವಿರಾಟ ಪರ್ವ,1,32
ಅನಿಬರಿಗೆ, ಅಷ್ಟುಮಂದಿಗೆ, ಉದ್ಯೋಗ ಪರ್ವ,5,12
ಅನಿಬರು, ಸರ್ವರೂ, ವಿರಾಟ ಪರ್ವ,1,2
ಅನಿಮಿಷ, ದೇವತೆಗಳು, ಗದಾ ಪರ್ವ,4,58
ಅನಿಮಿಷತನ, ಕಣ್ಣು ರೆಪ್ಪೆ ಮುಚ್ಚದಿರುವುದು ಬಿಡುಗಣ್ಣತನ, ಭೀಷ್ಮ ಪರ್ವ,4,7
ಅನಿಮಿಷರು, ದೇವತೆಗಳು (ರೆಪ್ಪೆ ಹೊಡೆಯದವರು), ಆದಿ ಪರ್ವ,20,46
ಅನಿಮಿಷಾವಳಿ, ದೇವತೆಗಳ ಗುಂಪು, ವಿರಾಟ ಪರ್ವ,8,32
ಅನಿಮೇಷ, ರೆಪ್ಪೆ ಬಡಿಯದ , ಅರಣ್ಯ ಪರ್ವ,7,98
ಅನಿಲ, ವಾಯು, ಗದಾ ಪರ್ವ,3,37
ಅನಿಲ ತನೂಜನು, ಭೀಮನು, ಭೀಷ್ಮ ಪರ್ವ,5,5
ಅನಿಲಜ, (ವಾಯುಪುತ್ರ) ಭೀಮ, ವಿರಾಟ ಪರ್ವ,6,40
ಅನಿಲಜನಾಳು, ಭೀಮನ ಯೋಧರು, ಸಭಾ ಪರ್ವ,4,2
ಅನಿಲಜನು ಮರಳೆ, ಭೀಮಸೇನನು ಊರಿಗೆ ಹಿಂತಿರುಗಿಸಿದ, ಸಭಾ ಪರ್ವ,4,14
ಅನಿಲ ಜವ, ವಾಯುವೇಗ, ವಿರಾಟ ಪರ್ವ,7,30
ಅನಿಲನ, ಗಾಳಿಯ, ವಿರಾಟ ಪರ್ವ,4,8
ಅನಿಲನ ಥಟ್ಟು, ಗಾಳಿಯ ಪರಿವಾರ, ಭೀಷ್ಮ ಪರ್ವ,3,17
ಅನಿಲಸುತ, ವಾಯುವಿನಮಗ , ಗದಾ ಪರ್ವ,11,53
ಅನಿಲಸುತ, ವಾಯುಪುತ್ರ, ಸಭಾ ಪರ್ವ,1,3
ಅನಿಲಸ್ಮರಣೆ, ವಾಯುಸ್ಮರಣೆ, ಗದಾ ಪರ್ವ,7,47
ಅನಿಷ್ಟತೆ, ಅಮಂಗಳ, ವಿರಾಟ ಪರ್ವ,4,17
ಅನು, ಕ್ರಮ/ರೀತಿ, ಉದ್ಯೋಗ ಪರ್ವ,6,1
ಅನುಕರಿಸಿದನು, ಸ್ವೀಕರಿಸಿದನು ಪಾಳೆಯ, ಸಭಾ ಪರ್ವ,3,45
ಅನುಕರುಷ, ರಥದ ಅಚ್ಚಿನ ಮರ, ದ್ರೋಣ ಪರ್ವ,18,45
ಅನುಗತ, ಸಂಬಂಧಪಟ್ಟ, ಉದ್ಯೋಗ ಪರ್ವ,4,68
ಅನುಗತ, ಹಿಂದೆ ಹೋಗುವುದು., ಗದಾ ಪರ್ವ,4,32
ಅನುಗತಿ, ಜೊತೆಯಲ್ಲಿ ನಡೆಯುವುದು, ಗದಾ ಪರ್ವ,8,34
ಅನುಚರಗಣ, ಸಹಚರರ ಗುಂಪು, ಭೀಷ್ಮ ಪರ್ವ,4,5
ಅನುಚಿತ ಪರಾಯಣರು, ಯೋಗ್ಯವಲ್ಲದ ಕಾರ್ಯದಲ್ಲಿ ನಿಂತರು, ಭೀಷ್ಮ ಪರ್ವ,9,4
ಅನುಜರು, ಸೋದರರು, ಭೀಷ್ಮ ಪರ್ವ,8,3
ಅನುಜಾಲಯ, ತಮ್ಮನಾದ ಕೀಚಕನ ಮನೆ, ವಿರಾಟ ಪರ್ವ,3,1
ಅನುಜೀವಿ, ಕಿಂಕರ, ಕರ್ಣ ಪರ್ವ,14,28
ಅನುತಾಪ, ಬೇಗುದಿ , ಗದಾ ಪರ್ವ,11,65
ಅನುದಿನವು, ಪ್ರತಿದಿನವೂ, ಆದಿ ಪರ್ವ,8,86
ಅನುನಯ, ಪ್ರೀತಿ, ಗದಾ ಪರ್ವ,11,70
ಅನುನಯ, ನಯವಾದ/ಪ್ರೀತಿ, ಉದ್ಯೋಗ ಪರ್ವ,4,4
ಅನುನಾಯಕ, ನಾಯಕನನ್ನು ಅನುಸರಿಸಿದವನು, ಆದಿ ಪರ್ವ,7,51
ಅನುಪಮ, ಹೋಲಿಕೆ ಇಲ್ಲದ, ಉದ್ಯೋಗ ಪರ್ವ,9,65
ಅನುಪಮ, ಹೋಲಿಕೆಗೆ ಮೀರಿದ, ಆದಿ ಪರ್ವ,16,29
ಅನುಪಮಾಂಬರ, ಸುಂದರ ವಸ್ತ್ರ, ವಿರಾಟ ಪರ್ವ,3,83
ಅನುಪಮಾನ, ಅಸಾಮಾನ್ಯ, ಆದಿ ಪರ್ವ,11,41
ಅನುಪಮಿತ, ಅಸಾಮಾನ್ಯ, ಆದಿ ಪರ್ವ,16,6
ಅನುಬಂಧ, ಸಂಬಂಧ, ಉದ್ಯೋಗ ಪರ್ವ,4,117
ಅನುಮತ, ¸ಮ್ಮತಿ, ಭೀಷ್ಮ ಪರ್ವ,10,31
ಅನುಮತ, ಅಭಿಪ್ರಾಯ , ಸಭಾ ಪರ್ವ,1,0, , , A4DCBAE2B6D8B6, , , , , , , , , , 
ಅನುಲೇಪನ, ಸುವಾಸನೆಗಾಗಿ ಹೆಚ್ಚಿಕೊಳ್ಳುವ ಲೇಪನಗಳು, ಗದಾ ಪರ್ವ,5,39
ಅನುಲೇಪನ, ಪರಿಮಳ ಸಾಮಗ್ರಿ, ವಿರಾಟ ಪರ್ವ,3,83
ಅನುಲೋಮ, ಯಥಾಕ್ರಮ, ಆದಿ ಪರ್ವ,15,2
ಅನುವಜ್ಜೆ, ಮೂಳೆಯೊಂದಿಗೆ ಬರುವ ರಸ, ಗದಾ ಪರ್ವ,9,22
ಅನುವನು, ಕಾರ್ಯವನ್ನು, ಭೀಷ್ಮ ಪರ್ವ,3,29
ಅನುವರಕೆ, ಂiÀ, ಭೀಷ್ಮ ಪರ್ವ,9,38
ಅನುವರದಲಿ, ಯುದ್ಧದಲ್ಲಿ, ದ್ರೋಣ ಪರ್ವ,6,35
ಅನುವಾಗು, ಸಿದ್ಧನಾಗು, ಗದಾ ಪರ್ವ,7,15
ಅನುವಾಗು, ಸಿದ್ಧವಾಗು, ಆದಿ ಪರ್ವ,14,1
ಅನುವಾಯ್ತು, ಅಣಿಯಾದವು, ಭೀಷ್ಮ ಪರ್ವ,3,1
ಅನುವು, ಕಾರ್ಯ, ಉದ್ಯೋಗ ಪರ್ವ,8,71
ಅನುಷ್ಠಾನಾವಲಂಬನ, ನಿತ್ಯಕರ್ಮಗಳ ಆಚರಣೆ, ಅರಣ್ಯ ಪರ್ವ,16,14
ಅನು¸ಂಧಾನ, ಪರೀಕ್ಷೆ , ಗದಾ ಪರ್ವ,5,57, , , A4DCBAEBA2DBB7DCB6, , , , , , , , , , 
ಅನುಸಂಧಾನ, ಮನಸ್ಸನ್ನು ದೇವರಲ್ಲಿ ನಿಲ್ಲಿಸುವುದು, ದ್ರೋಣ ಪರ್ವ,1,33
ಅನುಸಂಧಾನ, ಏರ್ಪಾಟು, ಉದ್ಯೋಗ ಪರ್ವ,6,0
ಅನುಸಂಧಾನ, ಹೊಂದಾಣಿಕೆ, ಶಲ್ಯ ಪರ್ವ,2,63
ಅನುಸಂಧಾನ, ಕಾರ್ಯಸಾಧನೆಯ ಕ್ರಮ, ಗದಾ ಪರ್ವ,9,7
ಅನುಸಾರಿ, ಅನುರೂಪನಾದ, ಆದಿ ಪರ್ವ,14,23
ಅನೂನ, ಊನವಿಲ್ಲದ , ದ್ರೋಣ ಪರ್ವ,16,35
ಅನೂನ, ಕುಂದಿಲ್ಲದ, ಆದಿ ಪರ್ವ,19,14
ಅನೂನ, ಕೊರತೆಯಿಲ್ಲದ, ಸಭಾ ಪರ್ವ,2,117
ಅನ್ನೆಬರ, ಅದುವರೆಗೆ, ಭೀಷ್ಮ ಪರ್ವ,1,38
ಅನ್ಯಾಯಪಥ, ಅನ್ಯಾಂiÀ, ಗದಾ ಪರ್ವ,11,60
ಅನ್ವಯ ತಿಲಕ, ವಂಶಕ್ಕೇ ತಿಲಕಪ್ರಾಯ., ವಿರಾಟ ಪರ್ವ,7,23
ಅನ್ವಯಕೆ, ವಂಶಕ್ಕೆ, ದ್ರೋಣ ಪರ್ವ,5,18
ಅನ್ವಯಘಾತಕರು, ವಂಶನಾಶಕರು, ಗದಾ ಪರ್ವ,11,69
ಅನ್ವಯಾಬ್ಧಿ ಅನ್ವಯ, ವಂಶ ಅಬ್ಧಿ, ವಿರಾಟ ಪರ್ವ,2,31
ಅನ್ವಯಿಸುವ, ಅನ್ವಯ ಮಾಡುವ, ಉದ್ಯೋಗ ಪರ್ವ,8,37
ಅನ್ವಿತ, ಒಡಗೂಡಿದ, ಆದಿ ಪರ್ವ,1,4
ಅನ್ವಿತ, ಕೂಡಿ, ಉದ್ಯೋಗ ಪರ್ವ,3,87
ಅಪಖ್ಯಾತಿ, ತೆಗಳಿಕೆ, ಉದ್ಯೋಗ ಪರ್ವ,4,66
ಅಪಗತ, ಸತ್ತನು, ದ್ರೋಣ ಪರ್ವ,7,5
ಅಪಗತ, ತೀರಿಹೋಗು, ಆದಿ ಪರ್ವ,5,26
ಅಪಗತ, ತೀರಿಹೋದ, ಆದಿ ಪರ್ವ,17,7
ಅಪಗತ ಗ್ಲಾನಿ, ಕಳೆದ ದುಃಖ, ಅರಣ್ಯ ಪರ್ವ,12,63
ಅಪಜಯಸ್ತ್ರೀ ವಿಟ, ವಿಟ ಎಂದರೆ ಶೃಂಗರಿಸಿಕೊಂಡು ವಿಲಾಸಿನಿಯರನ್ನು ಕೂಡಬಯಸುವವನು ಇಲ್ಲಿ ಅಪಜಯ ಎಂಬ ಸುಂದರಿಯನ್ನು ಹಿಂಬಾಲಿಸುವ ವಿಟ ಎಂದು ಕರ್ಣನನ್ನು ಅಶ್ವತ್ಥಾಮ ಆಡಿಕೊಳ್ಳುತ್ತಿದ್ದಾನೆ !, ವಿರಾಟ ಪರ್ವ,8,14
ಅಪತ್ಯಾಂತರ ಭಗಿನಿ, ಮಕ್ಕಳಿಲ್ಲದ ಸೋದರಿ, ಉದ್ಯೋಗ ಪರ್ವ,3,34
ಅಪದಶೆ, ಸೋಲು, ಗದಾ ಪರ್ವ,8,6, , , A4DEB6DAB6E9BD, , , , , , , , , , 
ಅಪದೆಸೆ, ಅಪದಶೆ, ವಿರಾಟ ಪರ್ವ,1,5
ಅಪದೆಸೆ, ದುರದೃಷ್ಟ, ಆದಿ ಪರ್ವ,11,10
